Sentence	Characters	Bytes
因此，出于法律义务之外，美国选择将这些原则适用于它在国际武装冲突中被拘留的任何人，同时，它期望其他国家也采取相同作法。	59	177
不，不兄弟，我不会叫你那么做的	15	45
警察的印象是提交人与她丈夫发生争执，因为提交人要把两个女儿带走。	32	96
所有这些人都在乎你	9	27
理事会似可将这一项目提交理事会主席与主席团和协调员举行的磋商会审议。	34	102
33. 奇怪的是,象加雷顿报告那样,阿梅加调查团的报告中并没有提到任何人道主义组织是这种指控的受害者。	50	140
之前他很有可能已经因为体温过低 而失去意识了	21	63
因此，委员会认为，缔约国违反了Umarov先生根据《公约》第十九条第2款和第二十六条享有的权利。	48	130
波粒二元性	5	15
10. 阿曼(2014年6月25日)报告，由于安保部门采取了措施，其环境安全而且有保障。	43	105
于2007年9月10日向阿拉伯联盟驻北京特派团发送决议复印件，请求特别团将决议情况告知北京阿拉伯大使理事会，监测为筹备上述研讨会和会议而与中国相关部门进行的协调工作，包括同意巴林王国提出的于2008年5月21日和22日召开中国 - 阿拉伯国家合作论坛第三次部长级会议的建议；	135	371
只要那些线圈保持带电 你们保持稳定曲速应该不会有问题了	26	78
我叫你来 你为什么不来?	11	31
警察局，开门	6	18
（k） 实行目标明确的制裁	12	34
- 你就叫那个名字 -我知道 不过 -	15	39
你要对我开枪吗？	8	24
她不认为自己有权继承那笔财富 因为她从未把那个男人当成她丈夫	29	87
一支军队 来自外星空间	10	30
这种做法是令人关切的问题。	13	39
72. 2008年《残疾法》第4部分规定了在所有建筑物和设施为残疾人提供无障碍服务的法律要求。	46	122
我这叫顺利存活吗？	9	27
第42条第2款大致应可改为一个保留条款，列出可能出现的其他后果（联合王国）。	38	108
-我在,威廉姆	7	17
7. 仅根据联合检查组关于外部承包做法的报告，无法确定现行办法是否符合在这方面的既定指导原则，也不能明确判定可带来切实的改进。	62	182
提供的服务包括发电、供水、废物处理和车辆维护。	23	69
我真爱你，露丝	7	21
去警察局 我要把一切告诉他们	13	39
工发组织还参与了由全球环境基金资助的非洲库存方案。	25	75
When did you ever listen, 你什么时候才愿意听我说？ 想要听我说？	39	75
晨祷的时候 每个人都会知道了	13	39
还没有完全复原	7	21
- 与诸如刑警组织、世界海关组织和《瓦塞纳尔安排》等国际和区域组织建立工作关系。	39	115
75. 建 议：	6	12
他们更像是隐藏者 而不是变形金刚	15	45
她先在伊朗伊斯兰共和国住了一个月，然后利用假身份证回到土耳其，逗留了一段时间，但不敢到库尔德工人党活跃的地区去，因担心被库尔德工人党认出来遭到杀害。	74	222
261. 已经根据《文化法》起草了一个关于图书馆的法律草案。	29	79
你需要醒来 就像埃莲娜 唤醒了我们一样	17	51
在这一方面，调查团注意到人权事务委员会最近重申它的观点，即 " 在武装冲突期间，以及在占领局势中适用国际人道主义法制度，并不排斥《公民权利和政治权利国际公约》的适用，除了根据其第四条，在国家紧急状态时对某些条款可以实行克减 " 。	111	329
(b) 工作组随后将审议圆桌会议讨论后所提的建议并表明缔约方会议应批准和修改哪些建议。	42	120
国家当局已经采取了一些步骤，包括采用促进社会融合国家方案，以加强社会凝聚力。	38	114
无论其居住环境如何，女性的艾滋病毒感染率一直居高不下。	27	81
给你看个东西 等会	8	24
这一模式的具体工作重点集中在减少在公共场合中针对女性的暴力，特别是性暴力侵害。	39	117
67. 此外还值得一提的是，为主管机构建立了贩运受害者数据库，收集关于贩运受害者或潜在受害者从首次接触到重新融入社会期间的各类数据。	65	189
72. 巴勒斯坦被占领土的经济增长仍不可持续，经济复苏起点低，主要由非贸易部门拉动，加沙地带的经济尤为如此。	53	153
寻找答案	4	12
将在联合国经常预算项下，从大会第六十一届会议为执行2008-2009两年期方案活动而核准的方案预算研究金和补助金经费中，拨出449 200 美元用于执行空间应用方案2008年的活动。	89	229
统法协会理事会通过了《示范条款》，并通过附随《示范条款》对评论所作的一则修正而反映了贸易法委员会秘书处的意见；	55	165
你去告诉他们关我五年 别关三年	14	42
17. 作为审查环境状况问卷的组成部分对国际数据来源进行清点，所得结果经过进一步阐述，将在工作组网站上登列一个概要。	57	165
第五委员会定于2013年11月21日星期四上午10:00和下午3:00在第5会议室(北草坪会议大楼)举行非正式磋商(闭门会议)。	64	148
快来 我先开动了	7	21
人权理事会第十九届会议报告	13	39
资金到位的部署(5%的延迟因数)	16	40
你在电话里听起来很坚定，厄夫。	15	45
另外的做法是，缔约国可考虑为公约建立一个正式的赞助和援助方案。	31	93
(b) 通过会议议事规则；	12	30
5. 通过合作关系调动和协调专门知识：联合国、私人部门、国际金融机构、双边机构、非政府组织和在所有领域内要帮助调动财政和人力资源的个人专家。	69	203
不过 我觉得萨琪有马鞍会舒服点	14	42
这方面的事实证据已提供给2013年6月20日非殖民化特别委员会会议，该会议通过了一项关于马尔维纳斯群岛的新决议，措辞与过去一样。	64	178
在第五档项目中，有许多项目遵循了这一要求。	21	63
口、笔译员(3)和行政助理(1)（由选举援助办公室和人力资源科各调入2个外勤人员员额加以解决）	47	127
"你的眼睛是如此迷人。"	12	32
是这样没错	5	15
－ 都过来排队拍照。	9	27
和平进程目前处于停顿状态。	13	39
巴勒斯坦人民行使	8	24
一年就有26人 年假期间是二到三倍	16	44
此时是早上	5	15
其他国家应该考虑采取类似措施。	15	45
我们要抛弃他，要完全忽略他	13	39
那些印第安医疗师？	9	27
它力求促进相关的利益攸关者的共同认识，增强其主人翁感，以维护种族平等，打击种族主义和仇外心理。	47	141
31. 2002年3月7日，联合王国常驻代表团请求更正理事会第142号决定(S/AC.26/Dec.142(2001))和相关的《 " D1 " 专员小组就损失为10万美元以上的第九批个人索赔( " D " 类索赔) 第二部分提出的报告和建议》(S/AC.26/2001/26)(《第九批 " D " 类索赔第二部分报告》)中的相关裁定。	155	329
虐待的情节特别严重，或者受害人死亡或其身体健康受到严重伤害的，处六年以下有期徒刑。	41	123
在土著居民地区方面，增加了原土著居民地区一些健康服务的工作时间和专家（儿科）护理的时间。	44	132
-人都到齐了吗？	8	22
我不认为他想认识你。	10	30
我们进行了DNA检测，搜索数据库并获得了比赛。	23	63
你那叫烹饪？	6	18
进口核材料的国家有权参与制定有关这些材料的使用和出口规则的决策过程。	34	102
我... 就是想跟你说说话嘛	13	33
国大艺术财团的话	8	24
2007年度教育部用于基础教育的投资	18	46
141. 2010年3月12日第20和第21次会议，以及2010年3月15日第22次会议，理事会就议程项目3进行了一般性辩论，以下与会者作了发言：	72	166
纽约是真的 一年可爱的这个时候， 如果你愿意，我很乐意为您提供 一个留在我的阁楼，你知道，	42	126
就黎巴嫩南部局势问题在各方之间进行斡旋，并与黎巴嫩当局举行实质性会议	34	102
负责部门： 财务和行政管理司及政策和战略司	20	60
你是自己走？ 还是我送你走？	13	39
- 好吧 继续抱着他	8	22
C. 保密和安全通信	9	23
你打算把早餐吐出来吗?	11	31
4. 为工作组本届会议提供了一些相关文件(见附件二)。	26	70
新闻部与加勒比共同体(加共体)和非洲集团成员国密切合作，于2011年3月25日举办了第四次奴隶制和跨大西洋贩卖奴隶行为受害者国际纪念日的纪念活动。	73	201
看到你额头瘀青 我的心好痛	12	36
《回顾》将覆盖72个国家，其主干是每个国家的概况。	25	71
是啊 确实很突出	7	21
恐怖分子喜欢破碎国境	10	30
听说你们几个	6	18
他需要个地方寄养几只狗 我想 "嘿 我们有地方"	21	59
今天请你先回去吧	8	24
-是贝拉吗？	6	16
不要变脆弱	5	15
把门打开，把椅子摆到门边	12	36
1999年包括奖金在内的支出共43 635美元。	23	51
等到太阳升起，他赢得了主的尊敬	15	45
好吧 那我就相信你了	9	27
与此同时，占领国还继续采取非法措施，强迫被占领的东耶路撒冷和约旦河谷的贝都因居民搬迁。	43	129
委员会希望，在消除法律障碍后，中非经共体能承担起促进分区域和平与安全的责任。	38	114
- 你们快看 - 看什么	9	23
133. 相反，在年轻人中，鉴于女孩在学校中表现较优秀，文盲妇女的比率低于男子。	39	109
我让本周早些时候发生的事件 妨碍我的直觉想说的话。	24	72
可持续的农业耕作制度促进网络----由设在布基纳法索的非洲联盟半干旱粮食研究与发展专门机构进行协调，于2004年11月在突尼斯发起实施，并得到了德国和挪威的资金支持。	83	229
播放这个	4	12
他还提请注意对巴勒斯坦人民以及对在以色列占领下的叙属阿拉伯戈兰人民和黎巴嫩人民的歧视。	43	129
晚上，爸爸。	6	18
如果你关心谁...	9	21
建立民族团结政府总统、联邦院、国民议会、苏丹南方政府，苏丹南方部长理事会以及评估和评价委员会(2005年)	53	147
里面有人？	5	15
最... ... 你把我们都打败了	15	33
专业人员必须更有效地帮助发生暴力的家庭	19	57
因为有监视摄影机	8	24
委员会获悉,1998-1999两年期,电子事务科将设有一名P-5、一名P-4、一名P-3、五名P-2、两名一般事务人员(特等)和37名一般事务人员(其他职等)员额。	82	188
那个男的呢？	6	18
太容易了	4	12
(i) 与土耳其第六次定期报告有关的议题和问题清单(CEDAW/C/TUR/Q/6)。	42	86
（胡安特罗尔之墓 1960年4月24日） ... 天上所有的喜乐都赐给他	33	79
同时，在《不扩散核武器条约》（不扩散条约）所建立的不扩散制度方面，我们也正在面临一场危机。	45	135
卡特强调说： " 大部分古巴人希望与美国保持正常关系，而大部分美国人也希望与古巴保持正常关系.。	46	134
在这方面，克罗地亚外交部长9月13日在大会发言时欢迎联合国维持和平行动小组提出的报告（A/55/30）。	52	136
176. 导致种族主义的政治、历史、经济、社会、文化和其他因素问题是复杂的问题。	39	109
最初的反馈表明，单体氯乙烯生产是一个区域性问题，可在区域背景下解决。	34	102
1. BERTOGLI先生（国际科学和高技术中心（科技中心））感谢所有在上次会议期间对科技中心的活动表示赞赏的人。	56	148
审议了联合国毒品和犯罪问题办公室执行主任关于联合国预防犯罪和刑事司法基金2010-2011两年期概算的报告a和行政和预算问题咨询委员会的相关建议，	73	199
一直在重复我终归难以理解的动作	15	45
对货运站和车辆的检查是根据空运货单分析进行的	22	66
联合国军事观察员流动巡逻29 200人日，包括昼间和夜间巡逻(每次巡逻4名联合国军事观察员x每天20次巡逻x365天)	58	144
你跟你父亲不一样 查尔斯	11	33
传统上，各国政府一直是研训所活动的主要资金来源。	24	72
巴西当局已设法关闭尽可能多的网址并且起诉了相关人犯。	26	78
警察会问问题 我会答复他们	12	36
21. 人权高专办继续在中亚开展增进和保护民族和族裔少数群体权利的工作，尤其是通过在比什凯克的中亚区域办事处开展工作。	58	168
我们还为学校和公众出版了关于儿童权利的新书。	22	66
我知道你准备好了出庭 我也知道那座监狱里有别的问题 在今天之前	29	87
拉马拉妇女培训中心 -- -- 普通指导	17	43
我会在这等您过来的	9	27
-嘿 看看我找到什么	9	25
随后在2009年采购了151辆。	16	34
最终幻想8	5	13
缅甸政治背景简介	8	24
在总的能量消耗中，脂肪消耗占40%，这个比率过高。	25	69
因此，博爱工作团认为学校和其他教育环境，如社区中心和通信手段，是采取干预措施应对助长贫困和暴力的社会因素的最有利场所，并赞同这一主张，即其他公共和私营机构也应致力于在本行业内扮演同样角色，努力成为具有辐射性的平等和社会公正中心。	114	342
这是指意外后果，即因为有了保险，人们可能反而因此而不去恰当设法适应自然灾害风险，例如选择在高危险的泛洪平原地区建房。	58	174
(d) 通过与国际和阿拉伯发展金融机构联系而为本方案争取额外资源；	32	90
(a) 秘书长关于联合国驻黎巴嫩临时部队2002年7月1日至2003年6月30日期间财政执行情况的报告(A/58/637)；	61	131
再续十年情缘	6	18
我女儿十分焦急	7	21
79. 如果怀疑有性犯罪、性剥削，或拐卖人口的迹象，庇护中心的员工会立即报告国家警署和护照和移民办公室，后者将尽一切可能保护寻求庇护的妇女和女孩并采取适当的措施。	80	234
让我告诉你 我见过万能的上帝创造的所有东西 可我还没有见过比你更狡猾 更下贱	35	105
行预咨委会注意到，3个统计助理(一般事务(其他职等))员额空缺超过两年。	36	98
教师们和家长们同意残疾儿童在小学里接受教育；此外，这对特殊学校的工作产生了积极的影响，因为这些学校为残疾比较严重和缺陷比较复杂的儿童留下了较多的余地。	75	225
532. 行政当局同意委员会的建议，将确保联合国日内瓦办事处的物品采购一律在适当考虑该办事处的需要后进行。	52	148
我们来聊聊刚发行的全新专辑 （《羊毛点评》主持人 羊毛爷爷）	28	84
不行 我答应过要帮他们的	11	33
对于这些目标而言，保护妇女和女孩是实现更高目标的必要基础。	29	87
所有的人都用一只手。	10	30
次日两名国家工作人员获释，但两名国际工作人员一直被拘押到2009年4月29日，他们于该日被移交给政府。	51	139
从一开始，我们就反对强加 " 休克疗法 " 和采纳关于市场经济能够自我调节的欺骗性想法。	40	116
1995年4月15日，由于缺乏证据而驳回了刑事起诉。	26	64
... 无愧于FOD的衣钵	12	24
(f) 试行拨款计划,鼓励社区组织推行促进平等机会的活动。	28	76
一名联邦法官宣布了亚瑟以一千万美元保释 a federal judge released Arthur Shaw on $10 million bail, 的条件下,他依然被软禁在中央公园西路的阁楼公寓 on condition he remain under house arrest at his penthouse apartment on Central Park West. 肖先生，我需要你的一份声明。	180	290
如果他们听见"叮"的声音 就知道里面有某个人 还没有准备要离开这个世界。	34	98
此外，关于人力资源管理的大会第55/258号决议要求提交的所有报告都应在本届会议上提交。	44	120
她脚上还穿着仿皮高跟鞋	11	33
根据《宪法》规定，该委员会的职能包括负责调查国家官员执行公务时对任何人做出违犯基本人权和自由、不公正、贪污、滥用职权以及不公平待遇行为的指控。	71	213
他再次呼吁政府废止石击刑。	13	39
爱莲娜懂得摄影的艺术 她教克莉丝汀娜拍摄技巧与精髓	24	72
米兰达在旧乌克兰区找到新家	13	39
定义(附件四)。	8	20
特设工作组商定该联络小组以FCCC/KP/AWG/2010/CRP.2号文件第五章为基础开展工作；	49	103
1名GS工作人员助理	10	24
任何违背实现住房权利的法律的废除或法律改革；	22	66
该组织支持南部与东部约三十个国家的项目，项目主要分布在非洲、拉丁美洲，也有一部分在中欧、东欧、近东地区和亚洲。	55	165
委员会收到了秘书长与委员会主席协商起草的第二十届会议工作方案草案以及委员会第19次会议报告(CRC/C/80)。	56	144
此外，政府自2009年起要求培养普通教育教师的各所大学在其课程安排中开设必修性特殊教育课程。	46	130
24. 突尼斯政府在2001年12月13日的一份普通照会中提交了有关在该国儿童权利领域中最近事态发展的信息。	53	137
受访者所表达的意见进一步坚定了政府继续推进这项工作的决心。	29	87
遣返有时会因为有关国家想使用受害者的证词对罪犯采取法律行动而变得复杂和耗时。	38	114
批准《消除一切形式种族歧视国际公约》；	19	57
4. 又请秘书长就本决议执行情况向大会第六十一届会议提交报告。	30	86
先生们 这似乎吵了点儿	10	30
以洪招讨使的名义 我会给他们发放特别文书	19	57
先 到 坟 墓 的 那 门 徒 也 进 去 、 看 见 就 信 了	17	51
我希望各代表团仔细想想，这种逐渐失去作用的进程符合谁的利益，又会损害谁的利益。	39	117
接下来 他们进来这里 就会把我们都烧死	17	51
琴酒加马天尼配橄榄 要有爱斯基摩般的冰凉感觉	21	63
昆仑会保护你的	7	21
噢 我记得你	5	15
你知道那时候我们不是什么吗?	14	40
愿上帝与你同在。	8	24
删去这两条建议会有损于登记制度。	16	48
7. 因此迫切需要一个注重成果的整体性十年行动纲领，其中包括改进和创新的支助措施和机制，向内陆发展中国家提供帮助并加强这些国家、过境国及其发展伙伴之间的协作。	78	230
已根据巴黎原则建立了这种国家机构的发展中国家成员国，应该向其他愿意建立本国人权机构的发展中国家提供这种援助。	54	162
五、威胁、挑战和改革问题高级别小组 50-53 15	24	58
4. 全权证书委员会.	10	24
你踩到我脚了	6	18
厄瓜多尔针对这一现实状况制定了《预防未成年人怀孕的全国计划》，通过加强保健服务、教育和社会保护的机构职能，在机构间进行协调，获得青少年的积极参与以及民间社会（包括媒体）的承诺，从而减少未成年人怀孕现象。	101	303
不能再进	4	12
阿富汗方案是开发署最大的方案，2009年支出超过5亿美元。	29	77
那我就什么都不是 只是一堆可怜扭曲 变形的蜡	20	60
不，我把这个埋了。	9	27
此外，已实施各种计划以应付电栅极性能和核发电厂的操作问题，以及内部信息技术基础设施。	42	126
" 这样，老挝妇女有权与男子平等地在国际上代表政府并参加国际组织的工作。	35	103
我真想进去啊	6	18
但公车运行的时候 你在车上	12	36
如果我们要获得成功，就必须进行更大的努力，以增强预防服务，并且降低抗反转录病毒复合药物的高成本，特别在受影响最严重的国家。	61	183
数据和分析将成为工作组即将提交人权理事会的年度报告及其计划编制的良好做法简编的基础。	42	126
澳大利亚卫生部长迈克尔·伍尔德里奇先生阁下	21	62
在我们努力为年轻一代提供健康环境时，这些问题将留在我们的议程上。	32	96
没关系 树或许可以帮我们 让像素继续玩	17	51
重型货车(5吨以上)或有挂车的牵引车(载重量＝牵引车+挂车)：	31	81
因为它还是活的	7	21
我希望这不是真的	8	24
那样的话 ， 如果我们能够定义我们的利益 ， 例如 ， 在19世纪英国认为美国可以使其保持开放的贸易体系 ， 稳定的货币 ， 和海上自由 — — 这些对英国都是有利的 ， 对其他国家也是有利的。	82	242
1. 上一次在非洲大陆举行贸发大会，是1996年在南非米德兰的事情。 对于南非和发展中世界，那都是一个带来了希望和前途的时期。	61	171
长着羽毛的船之魂是谁啊？	12	36
事实上博物馆冒得被我折腾这些的风险 多少向我表明了我的照片一定值得 并不会让他们失望	40	120
波兰商人，卡洛卡尔	9	27
(a) 共享展示了利用空间技术增进社会效益的研究和应用研究方面的信息；	34	96
如果我不报警 我们就拿不到保险补偿金	17	51
30. 会议建议对贩运人口和偷运移民案件应当充分利用《打击跨国有组织犯罪公约》的条文，特别是其关于洗钱、没收和扣押资产及在刑事事项上开展国际合作的相关条文。	77	225
值得注意的是，法院已大大地减少了其待审案件日程表上的案件数量，做出了10起最后判决 -- -- 其中8起涉及使用武力的合法性，1起涉及某些财产问题，1起涉及边界争端。	80	222
第三次绩效研究的独立评估通常 " 抽象地 " 支持资源分配框架,并建议全环基金将资源分配框架的理念纳入国家一级的等级项目。	57	165
（楼上又开始出现脚步声了）	13	39
多哥共和国总统纳辛贝·埃亚德马先生在陪同下进入大会堂。	27	80
外国直接投资和官发援持续减少，发生严重债务危机的可能增大。	29	87
我还记得孤身在分离舱中	11	33
并请常设委员会向执行委员会第六十五届会议提交其工作报告。	28	84
特别考虑到联合国为了防止、处理并解决中部非洲分区域的冲突而作出的不懈努力，尤其是成立联合国中部非洲安全问题常设咨询委员会并对其不断提供支助，	70	210
她有典型灾难症候群，假不了	13	39
他们在捕鼠器里没有任何东西 他们在 但他们在离开酒吧的镜头里	28	84
(b) 联合国儿童基金会(A/68/5/Add.2)；	26	44
太出乎意料了	6	18
当然，当然 我简直不信我以前没看出来	17	51
干嘛喝那么多	6	18
香肠肠衣和其它	7	21
-负面情绪全摆一边 -负面情绪全摆一边	18	50
一些国家请求协助处理非法贩运放射源的事件，以及评估安全威胁和处理在某一城市地区发现的一个无主来源。	49	147
我不需要你们的帮助 好的，行 如果你不喜欢 你可以不和我们一起出去玩	31	93
对示范合同进行了根本性的修改和完善，采用了贯穿整个供应周期的新标准和程序。	37	111
括号中词语应予删去。	10	30
四. 过渡最新情况	8	22
主席的声明载于该决定的附件。	14	42
不管用没用化名 丹麦哥的长相是很有特色的	19	57
如第9.50段所述,5个员额已重新调配到经社部中不同的 " 实务司 " 。	33	83
问题不在于如何协调 " 国家 " 和 " 市场 " 价值,而在于使国家和市场都能顺应基本的人类价值。	42	116
荷黑要我跟他去看	8	24
我在想，我了解了一些事	11	33
好的还是坏的?	7	19
(a) 联合国脱离接触观察员部队(A/53/779和Corr.1和Add.1和A/53/895和Add.1)	53	85
促进公众展开讨论，分析和起草法律提案。	19	57
也许你没想帮	6	18
11. 委员会在第十二至十七届会议期间审议了下列国家的初次报告:阿尔及利亚、澳大利亚、阿塞拜疆、孟加拉国、保加利亚、中国、古巴、塞浦路斯、捷克共和国、埃塞俄比亚、加纳、危地马拉、爱尔兰、老挝人民民主共和国、黎巴嫩、阿拉伯利比亚民众国、毛里求斯、密克罗尼西亚联邦、摩洛哥、缅甸、尼泊尔、新西兰、尼日利亚、巴拿马、巴拉圭、斯洛文尼亚、阿拉伯叙利亚共和国、特立尼达和多巴哥、多哥、乌干达、大不列颠及北爱尔兰联合王国:附属领土(香港)、乌拉圭和津巴布韦。	222	652
汤姆·卡特 跟我们说说你最近搞了什么名堂吧？	21	62
在近期内将集中注意查明和传播在世界各区域取得的、现在可以实施的经验。	34	102
而有时，安理会则采取高调和果断行动(如通过外地特派团、主席的举措和新闻公报等)为预防开辟了原本不存在的政治空间，为我的努力提供有力支持。	68	200
我被授权可以去11区的	11	29
在第一和第二阶段，6,531公吨1,1-二氯-1-氟乙烷和2,303公吨一氯二氟甲烷将被各类替代品代替，其中大部分物质的全球升温潜能值为零或较低。	73	185
37. 由于对区域发展问题的重视，工发组织与西非经济和货币联盟（西非经货联盟）签署了一项协定，以支持在西非经货联盟成员国建立认证、标准化和质量促进系统的区域方案。	80	234
起码我们在华盛顿 处境要稍稍好一点，对吧?	20	58
对Rastanawi先生的拘留属于任意拘留，属于适用于提交工作组审议之案件的第一、二和三类。	46	120
26. 难民署关注的是，佛得角仍是一个贩运妇女和女童的过境国。	30	84
它在体制和知识方面的活力必须得到加强。	19	57
这一点很明确	6	18
A.27A.26 编列的2 300美元用于购置办公室用品。	27	57
你总是在工作	6	18
难怪我晚上睡不着	8	24
有鉴于此，希腊表示，完成执行第4条的现实的时限为2011年初。	31	83
你爸就是让我爸坐冤狱的那个检控官	16	48
（不同种族家庭财富中位数） 为什么？	17	51
因此，这些服务是否到位和这些服务能否满足不断增长的需求对于各项社会救助计划能否成功地推动社会融合和减少贫困至关重要。	58	174
你知道我像个白痴一样 在这里等了多久吗？	19	57
人口基金是第一个在发展网关系统内设立一个主题网站的联合国机构。	31	93
我们期望开展更加有力和更加合理的活动，特别是通过利用联合国开发计划署在能力建设方面的潜力和在制定和实施共同项目方面的援助。	61	183
帮我拿着 好好保管	8	24
3. 统一的目标是，确保作为人力资源战略一部分内容的整套报酬办法是公平的，并通过改善业绩、提高效率和加强问责，推动实现一贯的方案交付。	66	194
秘书处参加了在意大利佩鲁贾举行的联合国水机制第十次年会，讨论联合国水机制如何处理新出现的问题与挑战，以及它们对水和环境卫生议程的影响。	67	201
尽管在地理上或在功能上取得了某些进展，但与1972年的情况相比较，目前的环境状况已变得更为脆弱、甚至出现了更为严重的退化。	61	175
环境署还将支持向清洁和可再生能源以及高能源效率的过渡，并处理滥伐森林和土地退化问题，从而为缓解气候变化做出贡献。	56	168
大会通过了第三委员会在其报告(A/64/441)第11段建议的决议草案(第64/182号决议)。	48	104
一般情况下我不会接触到这个层级的机密 不过我接触到的,我一定会仔细比较	34	100
A/68/372号文件所列 2014-2015年所需资源	27	47
你要是敢碰我	6	18
开发这样一台超级人工智能机器 我们需要先解开茫茫宇宙中 最基本的密码	32	96
你们被蒙在鼓里 总有一天会真相大白的	17	51
我到现在还没有崩溃 就是因为你搬过来了	18	54
如果已有确保个人免于束缚和强制治疗的议定书和培训方案，请概述这些议定书和培训方案。	41	123
欧洲联盟对关于易卜拉欣先生受虐待的指控表示关注。 对此,他指出,马来西亚政府也很关心此事,并已下令进行全面、公正的调查。	59	171
我们认识到合理国内政策与善政的重要性，这是减少贫穷和持久国内增长的先决条件。	38	114
用品费用增加了。	8	24
当时正是我两份工作之间的休息期 所以有大把时间	22	66
我知道了 我会再和上司讨论	12	36
由于非洲领导人不负责任和缺乏民族主义及泛非主义精神，实现千年发展目标将非常困难。	40	120
又危险又很难混	7	21
从财务科调动1个财务干事员额	14	40
谁是我们的消费者呢?这有一个例子	16	46
3． 第三，全系统问责制极其重要，特别是涉及到交叉问题。	27	79
有 先 知 的 一 个 门 徒 、 奉 耶 和 华 的 命 对 他 的 同 伴 说 、 你 打 我 罢 ． 那 人 不 肯 打 他	33	99
24. 文化财产送回或归还原有国。	16	42
我经常邀请叙事画家—— 比如卡通画家，儿童书籍作家—— 我给他们选定主题， 比如，在地铁里是什么感觉， 或者过情人节是什么感觉， 他们就会发给我草图。	70	210
有关信息网络交换所(CC：iNet)的问题：评估、缔约方的意见综合及下一步行动。	40	104
以及创办... 爱迪森展望基金会的人	17	45
寻求联合国机构间少年司法小组的技术援助，该小组成员包括联合国毒品和犯罪问题办事处、儿童基金会、人权高专办和非政府组织。	59	177
我猜那个追杀她的终结者 可以随时获取那些数据	21	63
我觉得我应该见过她	9	27
虽然在该十年内全球化进程已逐渐高涨，从而可支持该项《宣言》和该项战略的前提，即为了实现可持续的世界经济增长及恢复发展，就必须采行全球方针，但是，世界经济却发生了几次金融危机，以致损及许多发展中国家的增长。	102	306
C. 农业生态测绘 54 17	12	24
我国代表团对它的措辞有一些关切。	16	48
随后在毒品和犯罪问题办公室于2009年11月在波哥大举行的一次会议上，拉丁美洲和西非国家的禁毒执法机构签署了一项促进联合调查具体案件的谅解备忘录。	73	207
还是总教练？	6	18
给你,只有当你 长大。	10	28
若司法机制对任何新的法定罪行拥有管辖权，则须注意确保新机制不起诉该机制及其管辖权确立前发生的行为，因为如果起诉的话可能违反法无明文不为罪原则。	71	213
首先，不应为了另一个机关而削弱某个机关。	20	60
该法规定，中央统计处必须逐省份公布一套人口数字。	24	72
开出222张机票，对象包括文职人员和军警人员	22	60
去年我们齐聚一堂，审视我们在兑现到2015年使10亿人脱贫的集体承诺方面取得了哪些进展。	44	120
但现在洪有灿律师不在了 以后恐怕就难了	18	54
5. 与金融机构和金融情报单位进行紧密合作并提高金融调查的效率	30	86
赛奥西特和杰里科 那帮混蛋	12	36
最后终于答对	6	18
佩雷斯·阿尔瓦雷斯夫人（古巴）（以西班牙语发言）：结束土著民族遭受了500多年的孤立、歧视和被剥夺土地一直推动着全世界无数行为者的努力。	68	197
你们以为这是谁的家啊，一群猪头？	16	48
那正好是我为什么选她的原因	13	39
1.4 参考系统的选择. 8	12	26
世界各国领导人当时表示希望，同样在新千年的早期举行的其他主要会议将作为北方国家和南方国家之间建立真正伙伴关系的框架。	58	174
有什么权力做孩子的... 可以这样对待自己的父母？	24	66
在我们即将于今年4月下旬在维也纳开始对《不扩散条约》进行新一轮审议之时，我们希望向缔约国保证，埃及将坚定不移地坚持和执行以前达成一致的承诺，特别是在1995年和2000年批准的那些承诺。	93	261
公共投资在基础设施发展中可发挥积极作用，通过创立投资的良性循环和促进包容性增长在建立公私伙伴关系方面发挥催化剂作用。	58	174
265. 本章概述了特别强调本地优先次序、消除贫穷和性别平等的可持续发展纲领。	38	106
你为什么觉得我能行?	10	28
也许我会...	7	15
小组委员会决定，第一周将用于对收到的所有补充数据和资料进行分析，并请联合代表团在后一周与其举行会议。	50	150
然而，经验表明，情况并非如此，因为捐助方倾向于每年认捐，令人遗憾的是， " 一体行动 " 做法并没有对双边捐助方如何开展业务带来任何有意义的改变。	69	203
(g) 多边造法条约；	10	24
67/249. 联合国同加勒比共同体的合作	20	46
将试管加热 颜色就会改变	11	33
这并不意味着我回家时两手空空。	15	45
但联合国有责任确保部队/警察派遣国提供的自我维持服务具备起码的业务能力；在需要接口的情况下能和其他的部队/警察派遣国兼容；对联合国产生的费用应与联合国为提供这些自我维持服务所做的统一安排产生的费用额类似。	102	302
肯尼迪女士(美利坚合众国)(以英语发言)：我国代表团将对题为 " 中东的核扩散危险 " 的决议草案A/C.1/65/L.3* 投反对票。	63	151
恶性肿瘤在女性中的流行率和发生率也在不断上升(从2000年的297例/100 000名妇女增加到2007年的383例/100 000名妇女)。	69	147
69. 有报告指出，南部掸邦军新的强制性征兵政策的一部分就是招募儿童。	34	96
你可以看书，书上都说了	11	33
你怎么回事	5	15
第一种备选方案提出，税收的预先支付(政府收到许可证费用现金与排放之间的时间差)产生了应收和应付账款，预先支付的税款和排放许可证的市场价值之间的差异对持有者来讲是一个可交易的合约(非生产非金融资产)。	99	289
85. Khane先生（委员会秘书）指出，在第58次会议上，委员会请秘书长在2008年为移徙工人委员会安排两次届会。	57	143
